Case ID,Ticket type,Membership
Case 4556,Question,Gold
Case 1064,Question,Premium
Case 1483,Incident,Premium
Case 3635,Question,Gold
Case 3263,Question,Premium
Case 1979,Task,Premium
Case 3859,Question,Gold
Case 1555,Question,Gold
Case 3869,Task,Premium
Case 453,Task,Premium
Case 1042,Question,Gold
Case 2898,Question,Gold
Case 2876,Question,Gold
Case 3970,Question,Gold
Case 670,Question,Gold
Case 1459,Question,Gold
Case 4395,Question,Premium
Case 1066,Question,Premium
Case 1267,Question,Premium
Case 877,Incident,Premium
Case 3927,Question,Gold
Case 2511,Incident,Premium
Case 372,Question,Gold
Case 3525,Question,Premium
Case 1998,Task,Premium
Case 2521,Task,Gold
Case 3675,Task,Premium
Case 4007,Task,Premium
Case 3979,Task,Premium
Case 3237,Question,Gold
Case 3327,Question,Gold
Case 4311,Question,Gold
Case 3948,Task,Premium
Case 2930,Question,Gold
Case 2366,Task,Premium
Case 2792,Question,Gold
Case 224,Incident,Gold
Case 318,Question,Premium
Case 1090,Question,Gold
Case 2618,Question,Gold
Case 1950,Question,Premium
Case 62,Question,Gold
Case 1902,Task,Premium
Case 1750,Task,Premium
Case 3092,Question,Gold
Case 2128,Task,Premium
Case 570,Question,Gold
Case 633,Incident,Premium
Case 1036,Task,Gold
Case 1343,Task,Premium
Case 1974,Question,Gold
Case 1489,Question,Gold
Case 3364,Question,Gold
Case 2973,Question,Gold
Case 492,Question,Gold
Case 2572,Task,Premium
Case 2689,Question,Gold
Case 561,Question,Gold
Case 1808,Question,Gold
Case 3115,Task,Premium
Case 4064,Task,Premium
Case 197,Question,Premium
Case 1216,Question,Premium
Case 537,Task,Premium
Case 3318,Task,Premium
Case 3486,Task,Gold
Case 3785,Question,Premium
Case 3190,Incident,Gold
Case 1829,Question,Gold
Case 3299,Question,Gold
Case 552,Question,Gold
Case 501,Task,Premium
Case 776,Question,Premium
Case 3300,Task,Premium
Case 3986,Question,Gold
Case 3017,Question,Gold
Case 4297,Question,Gold
Case 2961,Task,Premium
Case 4240,Question,Gold
Case 1592,Task,Premium
Case 583,Incident,Premium
Case 4230,Task,Premium
Case 2688,Task,Premium
Case 2641,Incident,Premium
Case 1856,Task,Premium
Case 3401,Question,Premium
Case 2779,Task,Premium
Case 3900,Question,Gold
Case 1988,Incident,Gold
Case 1056,Question,Premium
Case 1780,Task,Premium
Case 136,Incident,Gold
Case 2723,Task,Premium
Case 4120,Task,Premium
Case 2761,Incident,Gold
Case 2014,Task,Gold
Case 2573,Question,Gold
Case 1274,Question,Premium
Case 3521,Question,Gold
Case 773,Task,Premium
Case 1370,Task,Gold
Case 3779,Task,Premium
Case 124,Question,Gold
Case 3519,Question,Premium
Case 4551,Task,Gold
Case 3854,Question,Gold
Case 1660,Question,Premium
Case 1135,Task,Premium
Case 3060,Task,Premium
Case 819,Task,Gold
Case 2024,Task,Gold
Case 2487,Task,Premium
Case 519,Question,Gold
Case 3637,Task,Premium
Case 4542,Task,Premium
Case 4309,Incident,Gold
Case 1977,Question,Gold
Case 886,Question,Premium
Case 2084,Incident,Gold
Case 2139,Task,Premium
Case 1521,Incident,Gold
Case 684,Task,Premium
Case 1136,Question,Premium
Case 1698,Question,Gold
Case 283,Task,Premium
Case 3679,Task,Gold
Case 2160,Question,Premium
Case 1972,Incident,Premium
Case 2914,Question,Gold
Case 934,Incident,Premium
Case 4420,Incident,Gold
Case 2313,Question,Premium
Case 2293,Question,Gold
Case 2586,Question,Gold
Case 2462,Task,Gold
Case 3140,Incident,Premium
Case 3786,Incident,Gold
Case 448,Task,Premium
Case 86,Task,Premium
Case 3221,Task,Gold
Case 1094,Question,Premium
Case 3683,Question,Gold
Case 4266,Task,Gold
Case 1447,Question,Premium
Case 3955,Question,Premium
Case 654,Task,Gold
Case 3122,Task,Premium
Case 2276,Question,Gold
Case 3406,Task,Premium
Case 1741,Question,Gold
Case 3242,Question,Gold
Case 2764,Task,Premium
Case 51,Task,Premium
Case 3825,Question,Premium
Case 2899,Question,Premium
Case 4029,Task,Premium
Case 3133,Task,Premium
Case 2258,Task,Premium
Case 3245,Question,Gold
Case 4411,Task,Premium
Case 2939,Question,Gold
Case 3664,Incident,Gold
Case 466,Question,Premium
Case 424,Task,Premium
Case 1137,Question,Gold
Case 990,Incident,Premium
Case 266,Question,Premium
Case 1797,Question,Premium
Case 2318,Task,Premium
Case 3466,Incident,Gold
Case 3109,Question,Gold
Case 3547,Question,Gold
Case 1271,Incident,Gold
Case 3069,Incident,Gold
Case 436,Question,Gold
Case 356,Question,Premium
Case 528,Question,Gold
Case 2188,Question,Gold
Case 4554,Task,Premium
Case 1415,Task,Premium
Case 3111,Question,Premium
Case 3897,Incident,Premium
Case 4305,Question,Premium
Case 243,Question,Premium
Case 1462,Task,Premium
Case 1885,Task,Premium
Case 2225,Question,Gold
Case 2582,Question,Gold
Case 621,Question,Gold
Case 3700,Question,Premium
Case 132,Question,Premium
Case 2880,Incident,Gold
Case 4115,Question,Gold
Case 4493,Question,Gold
Case 1548,Question,Gold
Case 307,Incident,Gold
Case 3106,Task,Gold
Case 1552,Question,Gold
Case 3902,Question,Gold
Case 704,Task,Premium
Case 2479,Question,Gold
Case 581,Question,Premium
Case 3725,Question,Gold
Case 4557,Task,Gold
Case 1233,Question,Gold
Case 2907,Task,Gold
Case 4198,Incident,Premium
Case 66,Incident,Gold
Case 2656,Question,Premium
Case 2241,Incident,Gold
Case 251,Incident,Premium
Case 4151,Question,Gold
Case 937,Incident,Premium
Case 3495,Question,Gold
Case 4142,Task,Gold
Case 3339,Question,Gold
Case 1281,Question,Gold
Case 1737,Task,Premium
Case 4076,Incident,Gold
Case 1999,Question,Gold
Case 1739,Question,Gold
Case 2985,Task,Premium
Case 2579,Question,Gold
Case 3158,Question,Premium
Case 1039,Incident,Gold
Case 650,Question,Gold
Case 1058,Task,Premium
Case 3290,Question,Gold
Case 4286,Question,Gold
Case 3715,Question,Gold
Case 3633,Question,Gold
Case 2194,Question,Gold
Case 3143,Incident,Premium
Case 967,Task,Gold
Case 153,Question,Gold
Case 4015,Question,Premium
Case 1696,Question,Gold
Case 3407,Question,Gold
Case 2628,Task,Gold
Case 4357,Question,Gold
Case 3243,Question,Premium
Case 600,Task,Premium
Case 1690,Question,Gold
Case 1708,Question,Gold
Case 2066,Question,Gold
Case 2240,Question,Premium
Case 783,Question,Premium
Case 2419,Task,Gold
Case 683,Question,Gold
Case 3422,Incident,Gold
Case 8,Question,Gold
Case 556,Question,Gold
Case 98,Question,Premium
Case 1920,Incident,Gold
Case 2171,Task,Gold
Case 1262,Task,Premium
Case 3794,Task,Premium
Case 3862,Question,Gold
Case 4418,Question,Gold
Case 1844,Task,Gold
Case 2095,Question,Gold
Case 3387,Question,Gold
Case 653,Question,Gold
Case 3093,Question,Premium
Case 3799,Question,Gold
Case 1994,Question,Gold
Case 3268,Question,Gold
Case 627,Question,Gold
Case 1886,Question,Gold
Case 2989,Question,Gold
Case 981,Question,Gold
Case 366,Task,Premium
Case 2772,Question,Premium
Case 3328,Question,Gold
Case 3477,Incident,Gold
Case 1810,Task,Gold
Case 4034,Task,Premium
Case 3632,Task,Premium
Case 3707,Incident,Gold
Case 1063,Question,Gold
Case 357,Question,Gold
Case 614,Task,Gold
Case 2484,Question,Premium
Case 1092,Question,Gold
Case 1416,Incident,Gold
Case 186,Question,Premium
Case 1854,Task,Premium
Case 1417,Task,Premium
Case 3473,Question,Gold
Case 565,Task,Premium
Case 2061,Question,Gold
Case 3620,Question,Gold
Case 4060,Task,Premium
Case 3236,Question,Gold
Case 3659,Task,Premium
Case 4475,Task,Premium
Case 510,Task,Premium
Case 4220,Question,Gold
Case 1922,Task,Premium
Case 1134,Question,Gold
Case 3427,Incident,Gold
Case 2532,Incident,Gold
Case 1344,Question,Gold
Case 1497,Question,Premium
Case 1072,Task,Gold
Case 176,Incident,Premium
Case 2078,Task,Premium
Case 1751,Question,Gold
Case 1363,Incident,Gold
Case 4298,Question,Gold
Case 2752,Question,Gold
Case 4027,Question,Gold
Case 3215,Task,Premium
Case 1317,Incident,Gold
Case 3961,Incident,Gold
Case 1106,Question,Gold
Case 1161,Incident,Premium
Case 3395,Task,Premium
Case 4533,Question,Gold
Case 551,Task,Premium
Case 312,Question,Gold
Case 1251,Question,Premium
Case 4061,Task,Gold
Case 4547,Question,Gold
Case 1962,Question,Gold
Case 2497,Question,Gold
Case 4313,Incident,Gold
Case 3393,Question,Gold
Case 4193,Incident,Premium
Case 444,Task,Gold
Case 3647,Question,Premium
Case 338,Question,Gold
Case 117,Incident,Premium
Case 4180,Question,Gold
Case 4051,Question,Premium
Case 495,Question,Gold
Case 4119,Question,Gold
Case 3497,Incident,Gold
Case 309,Task,Gold
Case 787,Question,Gold
Case 2539,Question,Gold
Case 589,Task,Premium
Case 888,Incident,Premium
Case 2214,Task,Gold
Case 2489,Task,Premium
Case 3189,Question,Gold
Case 458,Task,Premium
Case 686,Question,Gold
Case 4328,Task,Premium
Case 4526,Question,Gold
Case 3764,Incident,Gold
Case 2996,Incident,Premium
Case 2080,Task,Premium
Case 3024,Question,Gold
Case 22,Task,Premium
Case 700,Question,Gold
Case 2575,Question,Premium
Case 1143,Incident,Gold
Case 4090,Question,Gold
Case 472,Task,Premium
Case 1230,Task,Gold
Case 2493,Question,Gold
Case 1187,Question,Gold
Case 1163,Question,Gold
Case 1086,Question,Gold
Case 4430,Question,Gold
Case 3281,Question,Gold
Case 3075,Task,Gold
Case 652,Incident,Premium
Case 3371,Task,Premium
Case 4444,Question,Premium
Case 788,Question,Premium
Case 1038,Question,Gold
Case 1722,Task,Premium
Case 3769,Incident,Premium
Case 1880,Question,Gold
Case 586,Question,Premium
Case 2029,Task,Gold
Case 93,Task,Premium
Case 2124,Question,Gold
Case 3025,Incident,Premium
Case 4096,Question,Premium
Case 2259,Question,Gold
Case 4053,Question,Gold
Case 126,Incident,Premium
Case 2386,Question,Gold
Case 972,Question,Premium
Case 497,Incident,Gold
Case 938,Question,Premium
Case 1566,Incident,Gold
Case 2549,Question,Gold
Case 4238,Question,Gold
Case 1103,Question,Gold
Case 768,Task,Premium
Case 741,Question,Gold
Case 3320,Question,Gold
Case 3891,Question,Gold
Case 2846,Question,Premium
Case 2491,Task,Premium
Case 2347,Question,Gold
Case 2012,Question,Gold
Case 52,Incident,Gold
Case 2592,Question,Gold
Case 1801,Question,Premium
Case 882,Question,Gold
Case 811,Question,Gold
Case 1505,Question,Gold
Case 293,Task,Premium
Case 3870,Task,Premium
Case 4522,Task,Premium
Case 2250,Task,Premium
Case 482,Task,Gold
Case 613,Question,Gold
Case 4461,Task,Gold
Case 3353,Incident,Premium
Case 2684,Task,Gold
Case 573,Task,Premium
Case 2237,Question,Gold
Case 2388,Task,Premium
Case 2440,Question,Gold
Case 29,Question,Gold
Case 1630,Task,Premium
Case 2096,Task,Gold
Case 2789,Task,Premium
Case 261,Question,Gold
Case 2342,Incident,Premium
Case 2374,Question,Premium
Case 4106,Question,Premium
Case 1169,Question,Gold
Case 1116,Task,Premium
Case 2415,Question,Premium
Case 1122,Question,Gold
Case 901,Task,Gold
Case 1817,Question,Gold
Case 4037,Question,Gold
Case 3885,Question,Gold
Case 910,Task,Premium
Case 73,Question,Premium
Case 2534,Question,Premium
Case 1102,Question,Premium
Case 533,Question,Premium
Case 829,Task,Gold
Case 2474,Task,Gold
Case 3413,Task,Premium
Case 1112,Task,Premium
Case 1466,Task,Gold
Case 1587,Task,Premium
Case 2167,Task,Premium
Case 2791,Task,Premium
Case 1787,Task,Premium
Case 4469,Question,Gold
Case 3880,Question,Gold
Case 292,Question,Gold
Case 2074,Incident,Gold
Case 3095,Question,Gold
Case 954,Question,Gold
Case 3844,Question,Gold
Case 2847,Question,Premium
Case 1101,Task,Premium
Case 1791,Task,Premium
Case 80,Incident,Gold
Case 242,Task,Premium
Case 4355,Question,Gold
Case 211,Question,Gold
Case 3341,Question,Gold
Case 3738,Question,Gold
Case 3002,Question,Gold
Case 4248,Question,Gold
Case 2227,Incident,Premium
Case 2634,Question,Gold
Case 397,Question,Gold
Case 3416,Incident,Gold
Case 2390,Task,Premium
Case 427,Question,Gold
Case 4371,Incident,Gold
Case 4422,Question,Gold
Case 4269,Task,Premium
Case 2187,Question,Premium
Case 3182,Task,Premium
Case 4030,Question,Gold
Case 3428,Task,Premium
Case 3898,Incident,Gold
Case 755,Incident,Premium
Case 876,Task,Premium
Case 2908,Question,Premium
Case 3511,Question,Gold
Case 4032,Task,Premium
Case 3086,Question,Gold
Case 1815,Task,Gold
Case 3943,Question,Premium
Case 2296,Question,Gold
Case 1075,Task,Premium
Case 3083,Incident,Premium
Case 1327,Task,Premium
Case 4394,Task,Premium
Case 483,Question,Premium
Case 1356,Task,Gold
Case 2256,Question,Gold
Case 3180,Question,Gold
Case 4419,Incident,Premium
Case 2609,Task,Premium
Case 2367,Task,Premium
Case 4282,Question,Gold
Case 3260,Question,Gold
Case 2220,Question,Gold
Case 3638,Question,Gold
Case 40,Question,Gold
Case 1290,Incident,Gold
Case 1500,Task,Premium
Case 4054,Question,Gold
Case 1185,Question,Gold
Case 247,Question,Gold
Case 1968,Question,Gold
Case 2854,Question,Gold
Case 3249,Task,Premium
Case 3654,Task,Gold
Case 1330,Task,Premium
Case 4162,Question,Gold
Case 2455,Incident,Premium
Case 3240,Task,Gold
Case 4396,Question,Gold
Case 2431,Task,Premium
Case 2607,Task,Gold
Case 3188,Question,Premium
Case 2875,Task,Premium
Case 1887,Question,Gold
Case 2097,Task,Premium
Case 3864,Task,Premium
Case 3288,Task,Premium
Case 3027,Task,Premium
Case 1313,Task,Gold
Case 4326,Task,Premium
Case 2403,Task,Gold
Case 1332,Task,Gold
Case 4365,Task,Premium
Case 4068,Task,Premium
Case 3657,Task,Premium
Case 503,Task,Premium
Case 1682,Task,Gold
Case 2504,Task,Premium
Case 3214,Task,Premium
Case 324,Task,Premium
Case 4359,Task,Gold
Case 1017,Task,Premium
Case 1946,Task,Premium
Case 4082,Task,Premium
Case 3426,Task,Premium
Case 4048,Task,Premium
Case 1338,Task,Premium
Case 498,Task,Premium
Case 2380,Task,Premium
Case 2714,Task,Premium
Case 2603,Task,Gold
Case 478,Task,Premium
Case 3071,Task,Premium
Case 502,Task,Premium
Case 1813,Task,Premium
Case 2713,Task,Premium
Case 769,Task,Premium
Case 3933,Task,Gold
Case 622,Task,Premium
Case 520,Task,Premium
Case 962,Task,Premium
Case 253,Incident,Premium
Case 1580,Task,Premium
Case 2674,Incident,Premium
Case 4456,Task,Premium
Case 1615,Task,Premium
Case 4398,Task,Gold
Case 2676,Task,Gold
Case 4478,Task,Premium
Case 2013,Incident,Premium
Case 1449,Task,Premium
Case 4487,Question,Gold
Case 2290,Task,Premium
Case 1792,Task,Gold
Case 2108,Task,Premium
Case 2490,Task,Premium
Case 1903,Question,Premium
Case 1,Question,Gold
Case 2279,Task,Premium
Case 1179,Task,Premium
Case 1007,Task,Premium
Case 435,Task,Premium
Case 2447,Task,Premium
Case 4154,Task,Premium
Case 3542,Task,Premium
Case 708,Task,Gold
Case 1145,Task,Premium
Case 638,Incident,Premium
Case 2949,Task,Premium
Case 4369,Task,Premium
Case 3957,Incident,Premium
Case 4558,Task,Premium
Case 2897,Question,Gold
Case 233,Task,Premium
Case 3543,Task,Premium
Case 3865,Task,Premium
Case 780,Task,Premium
Case 2081,Task,Premium
Case 2104,Task,Premium
Case 2716,Task,Premium
Case 3016,Question,Premium
Case 3044,Incident,Premium
Case 1924,Question,Premium
Case 2826,Task,Premium
Case 4501,Task,Premium
Case 3059,Task,Premium
Case 2197,Task,Premium
Case 2328,Task,Premium
Case 2558,Task,Premium
Case 46,Task,Premium
Case 821,Question,Premium
Case 1043,Task,Premium
Case 480,Incident,Gold
Case 58,Task,Premium
Case 105,Task,Gold
Case 2681,Task,Gold
Case 1371,Task,Premium
Case 1096,Task,Premium
Case 2452,Task,Premium
Case 1070,Task,Premium
Case 3498,Question,Premium
Case 3439,Incident,Premium
Case 1772,Task,Premium
Case 3376,Incident,Premium
Case 4183,Task,Premium
Case 951,Task,Premium
Case 1176,Task,Premium
Case 1111,Task,Premium
Case 998,Task,Premium
Case 2152,Incident,Premium
Case 3078,Task,Premium
Case 757,Task,Premium
Case 2253,Task,Premium
Case 374,Task,Premium
Case 2083,Incident,Premium
Case 3009,Task,Premium
Case 959,Task,Premium
Case 1396,Task,Premium
Case 4424,Task,Premium
Case 4004,Task,Premium
Case 1771,Task,Premium
Case 3802,Task,Gold
Case 1272,Incident,Premium
Case 378,Task,Premium
Case 1104,Task,Premium
Case 13,Task,Premium
Case 3976,Question,Premium
Case 506,Task,Gold
Case 2232,Task,Premium
Case 1764,Question,Gold
Case 2300,Task,Premium
Case 3128,Incident,Premium
Case 23,Task,Premium
Case 343,Task,Premium
Case 1315,Task,Premium
Case 4338,Task,Premium
Case 4535,Question,Premium
Case 1663,Task,Premium
Case 2473,Task,Premium
Case 143,Task,Premium
Case 566,Task,Premium
Case 399,Question,Gold
Case 383,Task,Premium
Case 4485,Task,Premium
Case 875,Task,Premium
Case 1858,Task,Premium
Case 4370,Incident,Premium
Case 2541,Task,Premium
Case 3373,Task,Premium
Case 691,Task,Premium
Case 3253,Task,Premium
Case 4160,Task,Premium
Case 1249,Task,Gold
Case 2481,Task,Premium
Case 2643,Question,Premium
Case 3231,Task,Premium
Case 1519,Incident,Premium
Case 1918,Task,Premium
Case 4145,Task,Premium
Case 1795,Task,Premium
Case 1776,Task,Premium
Case 1057,Task,Premium
Case 2239,Task,Gold
Case 2176,Task,Premium
Case 3331,Task,Premium
Case 1359,Task,Premium
Case 2465,Task,Premium
Case 805,Task,Premium
Case 2668,Task,Premium
Case 147,Task,Gold
Case 3601,Incident,Premium
Case 3126,Task,Premium
Case 2765,Task,Premium
Case 2163,Task,Premium
Case 1664,Task,Premium
Case 626,Task,Premium
Case 3532,Task,Premium
Case 1754,Incident,Premium
Case 2499,Task,Premium
Case 3351,Task,Gold
Case 3676,Task,Premium
Case 3745,Task,Premium
Case 930,Question,Premium
Case 3015,Task,Premium
Case 939,Task,Premium
Case 679,Incident,Premium
Case 1831,Task,Premium
Case 3535,Task,Premium
Case 4067,Task,Gold
Case 603,Task,Premium
Case 2599,Task,Premium
Case 701,Question,Premium
Case 2093,Question,Premium
Case 4147,Task,Premium
Case 988,Incident,Premium
Case 487,Task,Premium
Case 2962,Task,Premium
Case 1704,Task,Premium
Case 2891,Task,Premium
Case 1894,Task,Premium
Case 2391,Task,Premium
Case 1301,Task,Premium
Case 2614,Task,Premium
Case 408,Task,Premium
Case 1386,Question,Premium
Case 1193,Task,Premium
Case 2550,Task,Premium
Case 728,Task,Premium
Case 154,Task,Premium
Case 3273,Question,Gold
Case 1087,Task,Premium
Case 3552,Incident,Premium
Case 380,Task,Premium
Case 2267,Task,Premium
Case 4009,Task,Premium
Case 984,Incident,Premium
Case 3184,Task,Premium
Case 2956,Task,Premium
Case 169,Question,Gold
Case 262,Task,Premium
Case 1987,Task,Premium
Case 2964,Task,Premium
Case 3539,Task,Premium
Case 2834,Task,Premium
Case 2134,Task,Premium
Case 1275,Task,Premium
Case 2330,Task,Gold
Case 4069,Question,Premium
Case 3294,Question,Premium
Case 3530,Task,Premium
Case 4324,Task,Premium
Case 1812,Task,Premium
Case 2203,Question,Premium
Case 807,Task,Premium
Case 4352,Task,Premium
Case 414,Task,Gold
Case 1655,Task,Premium
Case 4107,Task,Premium
Case 2971,Question,Premium
Case 645,Task,Premium
Case 676,Task,Gold
Case 964,Question,Premium
Case 3056,Question,Premium
Case 3382,Task,Premium
Case 1441,Task,Premium
Case 1124,Task,Premium
Case 348,Task,Premium
Case 1604,Question,Premium
Case 3010,Task,Premium
Case 2992,Task,Premium
Case 370,Task,Premium
Case 1471,Incident,Premium
Case 2514,Task,Premium
Case 1054,Task,Premium
Case 3037,Task,Premium
Case 2007,Question,Gold
Case 2398,Task,Premium
Case 3662,Task,Premium
Case 1603,Question,Premium
Case 1292,Task,Premium
Case 2851,Task,Premium
Case 412,Incident,Premium
Case 4385,Task,Premium
Case 4389,Task,Gold
Case 4073,Incident,Premium
Case 3418,Task,Premium
Case 989,Task,Gold
Case 529,Task,Premium
Case 999,Task,Premium
Case 2591,Task,Premium
Case 3043,Question,Gold
Case 65,Task,Premium
Case 3656,Task,Premium
Case 2141,Task,Premium
Case 782,Task,Premium
Case 3692,Task,Premium
Case 1144,Task,Premium
Case 115,Task,Premium
Case 1019,Task,Premium
Case 554,Task,Premium
Case 2700,Task,Premium
Case 106,Incident,Premium
Case 2399,Task,Premium
Case 3073,Task,Premium
Case 1388,Task,Gold
Case 308,Task,Premium
Case 3344,Task,Premium
Case 906,Question,Premium
Case 3645,Task,Premium
Case 3262,Task,Premium
Case 4156,Task,Gold
Case 1487,Task,Premium
Case 1868,Task,Premium
Case 15,Task,Gold
Case 527,Task,Premium
Case 3398,Question,Premium
Case 2659,Task,Premium
Case 824,Task,Premium
Case 349,Task,Premium
Case 1261,Task,Premium
Case 553,Task,Premium
Case 3963,Task,Premium
Case 1495,Task,Premium
Case 3229,Question,Gold
Case 2228,Task,Premium
Case 331,Task,Premium
Case 2268,Task,Gold
Case 3444,Task,Premium
Case 4206,Question,Premium
Case 3139,Task,Gold
Case 4361,Task,Premium
Case 963,Question,Premium
Case 3551,Incident,Premium
Case 3403,Task,Gold
Case 2577,Task,Gold
Case 4165,Task,Premium
Case 89,Question,Gold
Case 557,Task,Premium
Case 2866,Task,Premium
Case 1574,Task,Premium
Case 332,Incident,Premium
Case 1303,Task,Premium
Case 2741,Task,Premium
Case 656,Task,Premium
Case 2476,Question,Gold
Case 2142,Task,Gold
Case 2021,Task,Premium
Case 1409,Incident,Gold
Case 1366,Task,Premium
Case 825,Task,Premium
Case 18,Task,Premium
Case 1681,Task,Premium
Case 1164,Task,Premium
Case 4407,Task,Premium
Case 1142,Task,Premium
Case 1826,Question,Premium
Case 1869,Task,Gold
Case 4127,Task,Premium
Case 4575,Task,Premium
Case 63,Task,Premium
Case 1718,Task,Premium
Case 3678,Task,Premium
Case 532,Task,Premium
Case 1001,Task,Premium
Case 326,Task,Gold
Case 1304,Task,Premium
Case 1650,Incident,Premium
Case 1553,Question,Gold
Case 1023,Task,Premium
Case 2201,Task,Premium
Case 447,Task,Premium
Case 2873,Task,Premium
Case 4026,Task,Premium
Case 732,Task,Premium
Case 1506,Task,Premium
Case 2598,Task,Premium
Case 12,Question,Premium
Case 2970,Task,Premium
Case 3819,Task,Premium
Case 2229,Task,Premium
Case 1432,Task,Premium
Case 3832,Task,Premium
Case 4415,Task,Premium
Case 1501,Task,Premium
Case 4423,Task,Premium
Case 3663,Incident,Premium
Case 2183,Task,Premium
Case 4197,Question,Premium
Case 2362,Task,Premium
Case 3448,Task,Premium
Case 747,Task,Premium
Case 2770,Task,Gold
Case 2348,Question,Premium
Case 1761,Task,Premium
Case 3899,Task,Gold
Case 1318,Question,Gold
Case 3034,Task,Premium
Case 2593,Task,Premium
Case 1088,Task,Premium
Case 97,Task,Premium
Case 3440,Task,Premium
Case 3766,Question,Premium
Case 1238,Task,Gold
Case 949,Task,Premium
Case 2596,Task,Premium
Case 3360,Task,Premium
Case 841,Task,Premium
Case 2315,Task,Premium
Case 4301,Task,Premium
Case 313,Task,Gold
Case 2848,Task,Premium
Case 3035,Task,Premium
Case 2157,Task,Premium
Case 2984,Task,Premium
Case 69,Task,Gold
Case 1305,Task,Gold
Case 2215,Question,Premium
Case 3145,Task,Premium
Case 1323,Task,Premium
Case 606,Incident,Gold
Case 129,Task,Premium
Case 3992,Task,Premium
Case 3336,Task,Premium
Case 1570,Task,Premium
Case 2059,Task,Premium
Case 1915,Question,Premium
Case 3449,Task,Premium
Case 1730,Task,Premium
Case 2492,Question,Gold
Case 1679,Question,Premium
Case 1465,Task,Premium
Case 2035,Task,Premium
Case 3563,Task,Premium
Case 3372,Task,Premium
Case 446,Task,Premium
Case 2117,Task,Premium
Case 2037,Task,Gold
Case 193,Incident,Premium
Case 3046,Task,Premium
Case 100,Task,Premium
Case 2168,Task,Premium
Case 3614,Task,Premium
Case 31,Task,Premium
Case 2571,Task,Premium
Case 1319,Task,Premium
Case 1239,Incident,Gold
Case 4194,Task,Premium
Case 1027,Task,Premium
Case 3569,Task,Premium
Case 2616,Task,Premium
Case 1543,Task,Premium
Case 1254,Task,Premium
Case 3338,Task,Premium
Case 1975,Task,Premium
Case 2881,Task,Premium
Case 3546,Task,Premium
Case 4241,Task,Premium
Case 2555,Task,Premium
Case 2322,Task,Premium
Case 456,Task,Premium
Case 1109,Task,Premium
Case 202,Task,Premium
Case 980,Task,Premium
Case 986,Incident,Premium
Case 3517,Task,Gold
Case 1450,Incident,Premium
Case 845,Task,Premium
Case 849,Incident,Gold
Case 2849,Incident,Gold
Case 1610,Task,Premium
Case 140,Task,Premium
Case 3913,Task,Premium
Case 3324,Task,Premium
Case 504,Question,Premium
Case 1577,Incident,Gold
Case 3974,Task,Premium
Case 1246,Task,Premium
Case 3696,Task,Premium
Case 286,Task,Gold
Case 3643,Task,Premium
Case 484,Task,Premium
Case 33,Task,Gold
Case 1393,Task,Premium
Case 3334,Task,Premium
Case 3775,Task,Premium
Case 4431,Task,Premium
Case 2177,Task,Premium
Case 2860,Task,Premium
Case 235,Question,Premium
Case 2285,Task,Premium
Case 2381,Task,Premium
Case 1250,Task,Premium
Case 4530,Task,Gold
Case 1884,Task,Premium
Case 1843,Question,Gold
Case 2620,Task,Premium
Case 1484,Task,Premium
Case 3634,Task,Premium
Case 3673,Task,Premium
Case 3226,Question,Premium
Case 4410,Task,Premium
Case 630,Incident,Premium
Case 1375,Task,Premium
Case 4172,Task,Premium
Case 2335,Task,Premium
Case 1433,Task,Premium
Case 20,Task,Premium
Case 2245,Task,Premium
Case 3537,Incident,Premium
Case 2622,Task,Premium
Case 2050,Task,Premium
Case 4212,Task,Premium
Case 1221,Task,Gold
Case 2934,Task,Premium
Case 696,Task,Gold
Case 1026,Task,Premium
Case 4421,Task,Premium
Case 1309,Task,Premium
Case 156,Incident,Gold
Case 1451,Question,Premium
Case 3058,Task,Premium
Case 1384,Question,Premium
Case 4031,Task,Gold
Case 839,Task,Premium
Case 3289,Task,Gold
Case 4532,Question,Premium
Case 1387,Task,Premium
Case 2774,Task,Premium
Case 2686,Task,Premium
Case 3529,Task,Premium
Case 4257,Task,Gold
Case 3176,Task,Gold
Case 2625,Task,Premium
Case 2797,Incident,Gold
Case 2988,Task,Premium
Case 2777,Task,Premium
Case 3599,Task,Gold
Case 3186,Task,Premium
Case 3674,Task,Premium
Case 3349,Task,Premium
Case 2156,Task,Premium
Case 2022,Task,Premium
Case 3613,Task,Premium
Case 3358,Task,Premium
Case 191,Task,Premium
Case 1874,Task,Premium
Case 296,Task,Premium
Case 4417,Task,Premium
Case 826,Task,Premium
Case 3419,Question,Gold
Case 2308,Task,Premium
Case 3103,Incident,Gold
Case 2068,Question,Premium
Case 2126,Incident,Gold
Case 1364,Task,Premium
Case 3222,Task,Premium
Case 2788,Task,Premium
Case 402,Task,Premium
Case 421,Question,Premium
Case 2839,Incident,Premium
Case 2931,Task,Premium
Case 664,Task,Premium
Case 2219,Task,Premium
Case 1398,Task,Premium
Case 2105,Task,Premium
Case 4161,Task,Gold
Case 961,Task,Premium
Case 210,Task,Gold
Case 34,Task,Premium
Case 3021,Incident,Premium
Case 1799,Task,Premium
Case 3641,Task,Premium
Case 2191,Task,Premium
Case 2966,Task,Premium
Case 144,Task,Premium
Case 1510,Task,Premium
Case 333,Task,Premium
Case 3818,Question,Premium
Case 2581,Task,Premium
Case 184,Task,Premium
Case 2112,Task,Premium
Case 346,Task,Premium
Case 2417,Task,Premium
