CASE ID,TICKET TYPE,MEMBERSHIP,PRIORITY,Performance class
"Case 409","Question","Gold","Normal","Long"
"Case 4090","Question","Gold","Normal","Medium"
"Case 4091","Question","Gold","High","Short"
"Case 4092","Question","Gold","High","Medium"
"Case 4093","Question","Gold","Normal","Medium"
"Case 4094","Task","Premium","Normal","Long"
"Case 4095","Question","Gold","Normal","Medium"
"Case 4096","Question","Premium","Normal","Medium"
"Case 4097","Question","Gold","Normal","Short"
"Case 4098","Incident","Gold","Normal","Short"
"Case 4099","Incident","Premium","Normal","Medium"
"Case 41","Question","Gold","Normal","Medium"
"Case 410","Question","Gold","High","Medium"
"Case 4100","Incident","Premium","Normal","Medium"
"Case 4101","Task","Gold","Normal","Medium"
"Case 4102","Question","Gold","Normal","Medium"
"Case 4103","Question","Gold","Normal","Short"
"Case 4104","Incident","Premium","High","Medium"
"Case 4105","Incident","Premium","Normal","Medium"
"Case 4106","Question","Premium","Normal","Long"
"Case 4107","Task","Premium","Normal","Medium"
"Case 4108","Question","Gold","Normal","Short"
"Case 4109","Question","Gold","Normal","Medium"
"Case 411","Question","Premium","Normal","Long"
"Case 4110","Question","Gold","Normal","Short"
"Case 4111","Question","Gold","Urgent","Medium"
"Case 4112","Incident","Gold","Normal","Medium"
"Case 4113","Task","Premium","High","Short"
"Case 4114","Task","Premium","Normal","Medium"
"Case 4115","Question","Gold","High","Short"
"Case 4116","Task","Premium","Normal","Short"
"Case 4117","Incident","Gold","High","Medium"
"Case 4118","Question","Gold","High","Long"
"Case 4119","Question","Gold","High","Medium"
"Case 412","Incident","Premium","High","Short"
"Case 4120","Task","Premium","Normal","Short"
"Case 4121","Task","Premium","Normal","Medium"
"Case 4122","Question","Premium","Normal","Short"
"Case 4123","Task","Gold","Normal","Long"
"Case 4124","Task","Premium","Normal","Long"
"Case 4125","Incident","Premium","Normal","Short"
"Case 4126","Task","Premium","Normal","Long"
"Case 4127","Task","Premium","Normal","Long"
"Case 4128","Question","Gold","Normal","Medium"
"Case 4129","Question","Gold","Normal","Short"
"Case 413","Task","Premium","Normal","Medium"
"Case 4130","Question","Gold","Normal","Medium"
"Case 4131","Question","Gold","High","Long"
"Case 4132","Question","Gold","High","Medium"
"Case 4133","Question","Premium","High","Short"
"Case 4134","Question","Gold","High","Short"
"Case 4135","Incident","Gold","High","Short"
"Case 4136","Task","Gold","High","Long"
"Case 4137","Question","Gold","High","Short"
"Case 4138","Question","Gold","Normal","Short"
"Case 4139","Question","Premium","Normal","Short"
"Case 414","Task","Gold","Normal","Short"
"Case 4140","Question","Gold","Normal","Short"
"Case 4141","Task","Premium","Normal","Long"
"Case 4142","Task","Gold","Normal","Medium"
"Case 4143","Question","Gold","Normal","Short"
"Case 4144","Question","Gold","High","Short"
"Case 4145","Task","Premium","Normal","Medium"
"Case 4146","Question","Gold","Normal","Medium"
"Case 4147","Task","Premium","Normal","Long"
"Case 4148","Task","Premium","Normal","Medium"
"Case 4149","Task","Premium","Normal","Long"
"Case 415","Task","Premium","High","Long"
"Case 4150","Task","Premium","Urgent","Short"
"Case 4151","Question","Gold","Normal","Long"
"Case 4152","Task","Premium","Normal","Short"
"Case 4153","Task","Premium","Normal","Medium"
"Case 4154","Task","Premium","High","Long"
"Case 4155","Task","Gold","Normal","Medium"
"Case 4156","Task","Gold","Normal","Medium"
"Case 4157","Question","Premium","High","Medium"
"Case 4158","Question","Gold","Normal","Medium"
"Case 4159","Task","Premium","High","Long"
"Case 416","Task","Premium","Normal","Medium"
"Case 4160","Task","Premium","Normal","Medium"
"Case 4161","Task","Gold","Normal","Short"
"Case 4162","Question","Gold","Normal","Short"
"Case 4163","Question","Gold","Normal","Medium"
"Case 4164","Question","Premium","Normal","Short"
"Case 4165","Task","Premium","Normal","Medium"
"Case 4166","Task","Gold","High","Long"
"Case 4167","Question","Gold","High","Short"
"Case 4168","Question","Gold","Normal","Long"
"Case 4169","Question","Gold","Normal","Medium"
"Case 417","Task","Premium","Normal","Short"
"Case 4170","Question","Premium","Urgent","Long"
"Case 4171","Question","Premium","High","Long"
"Case 4172","Task","Premium","Normal","Long"
"Case 4173","Question","Gold","Normal","Short"
"Case 4174","Task","Gold","Normal","Long"
"Case 4175","Question","Gold","Normal","Short"
"Case 4176","Task","Premium","Normal","Medium"
"Case 4177","Task","Premium","Normal","Long"
"Case 4178","Task","Premium","Normal","Medium"
"Case 4179","Task","Gold","Normal","Medium"
"Case 418","Question","Premium","High","Medium"
"Case 4180","Question","Gold","Normal","Long"
"Case 4181","Incident","Premium","Normal","Long"
"Case 4182","Question","Gold","High","Short"
"Case 4183","Task","Premium","Normal","Medium"
"Case 4184","Incident","Gold","Normal","Short"
"Case 4185","Task","Premium","Normal","Long"
"Case 4186","Task","Premium","Normal","Medium"
"Case 4187","Task","Premium","Normal","Long"
"Case 4188","Task","Premium","Normal","Long"
"Case 4189","Question","Premium","Normal","Short"
"Case 419","Task","Premium","Normal","Short"
"Case 4190","Question","Gold","Normal","Medium"
"Case 4191","Question","Gold","High","Short"
"Case 4192","Question","Gold","Normal","Medium"
"Case 4193","Incident","Premium","High","Long"
"Case 4194","Task","Premium","Normal","Medium"
"Case 4195","Task","Premium","Normal","Medium"
"Case 4196","Question","Gold","Normal","Medium"
"Case 4197","Question","Premium","Normal","Medium"
"Case 4198","Incident","Premium","High","Long"
"Case 4199","Question","Premium","High","Long"
"Case 42","Question","Gold","High","Medium"
"Case 420","Question","Gold","Normal","Long"
"Case 4200","Task","Premium","Normal","Long"
"Case 4201","Question","Gold","Normal","Short"
"Case 4202","Question","Premium","High","Medium"
"Case 4203","Question","Gold","High","Long"
"Case 4204","Task","Gold","Normal","Long"
"Case 4205","Question","Gold","High","Long"
"Case 4206","Question","Premium","Normal","Short"
"Case 4207","Task","Premium","Normal","Short"
"Case 4208","Question","Gold","High","Long"
"Case 4209","Question","Gold","Normal","Medium"
"Case 421","Question","Premium","Normal","Medium"
"Case 4210","Question","Gold","Normal","Long"
"Case 4211","Incident","Premium","Normal","Medium"
"Case 4212","Task","Premium","Normal","Long"
"Case 4213","Incident","Premium","High","Short"
"Case 4214","Question","Gold","Normal","Short"
"Case 4215","Question","Gold","Urgent","Medium"
"Case 4216","Incident","Premium","Normal","Short"
"Case 4217","Question","Gold","High","Short"
"Case 4218","Question","Gold","Normal","Short"
"Case 4219","Task","Premium","Normal","Long"
"Case 422","Incident","Premium","High","Medium"
"Case 4220","Question","Gold","Normal","Long"
"Case 4221","Task","Premium","High","Long"
"Case 4222","Task","Premium","Normal","Medium"
"Case 4223","Task","Gold","High","Short"
"Case 4224","Question","Gold","Normal","Long"
"Case 4225","Question","Gold","Normal","Medium"
"Case 4226","Question","Premium","Normal","Medium"
"Case 4227","Task","Premium","Normal","Short"
"Case 4228","Task","Premium","Normal","Medium"
"Case 4229","Task","Premium","Normal","Long"
"Case 423","Incident","Gold","Normal","Medium"
"Case 4230","Task","Premium","Normal","Long"
"Case 4231","Question","Gold","Normal","Short"
"Case 4232","Task","Gold","Normal","Medium"
"Case 4233","Question","Premium","Normal","Long"
"Case 4234","Task","Premium","Normal","Medium"
"Case 4235","Question","Gold","Normal","Long"
"Case 4236","Question","Gold","High","Medium"
"Case 4237","Task","Premium","Normal","Medium"
"Case 4238","Question","Gold","Normal","Medium"
"Case 4239","Question","Premium","Normal","Short"
"Case 424","Task","Premium","High","Short"
"Case 4240","Question","Gold","Normal","Short"
"Case 4241","Task","Premium","Normal","Medium"
"Case 4242","Task","Premium","Normal","Long"
"Case 4243","Question","Gold","Normal","Long"
"Case 4244","Incident","Premium","Normal","Long"
"Case 4245","Task","Premium","Normal","Medium"
"Case 4246","Incident","Gold","High","Medium"
"Case 4247","Question","Premium","Normal","Short"
"Case 4248","Question","Gold","Normal","Medium"
"Case 4249","Question","Premium","Normal","Long"
"Case 425","Question","Premium","Normal","Long"
"Case 4250","Question","Premium","Normal","Long"
"Case 4251","Incident","Premium","Normal","Long"
"Case 4252","Task","Premium","Normal","Long"
"Case 4253","Task","Gold","Normal","Medium"
"Case 4254","Task","Premium","High","Long"
"Case 4255","Incident","Premium","Normal","Medium"
"Case 4256","Question","Gold","High","Short"
"Case 4257","Task","Gold","Normal","Short"
"Case 4258","Question","Gold","High","Medium"
"Case 4259","Task","Premium","Normal","Medium"
"Case 426","Task","Premium","Urgent","Medium"
"Case 4260","Question","Premium","High","Short"
"Case 4261","Task","Premium","Normal","Long"
"Case 4262","Question","Premium","Normal","Long"
"Case 4263","Task","Premium","High","Short"
"Case 4264","Question","Premium","High","Short"
"Case 4265","Question","Premium","High","Medium"
"Case 4266","Task","Gold","Normal","Long"
"Case 4267","Question","Gold","Normal","Short"
"Case 4268","Task","Premium","Normal","Medium"
"Case 4269","Task","Premium","Normal","Medium"
"Case 427","Question","Gold","Normal","Medium"
"Case 4270","Incident","Gold","Normal","Long"
"Case 4271","Question","Gold","Normal","Short"
"Case 4272","Question","Gold","High","Medium"
"Case 4273","Task","Premium","Normal","Medium"
"Case 4274","Task","Premium","Normal","Short"
"Case 4275","Task","Premium","High","Short"
"Case 4276","Question","Gold","Normal","Long"
"Case 4277","Question","Gold","High","Long"
"Case 4278","Task","Premium","Normal","Short"
"Case 4279","Incident","Premium","Normal","Medium"
"Case 428","Task","Premium","Normal","Short"
"Case 4280","Incident","Gold","High","Medium"
"Case 4281","Question","Premium","High","Short"
"Case 4282","Question","Gold","Normal","Short"
"Case 4283","Question","Gold","Normal","Long"
"Case 4284","Task","Gold","High","Long"
"Case 4285","Task","Premium","Normal","Medium"
"Case 4286","Question","Gold","Normal","Short"
"Case 4287","Task","Premium","Normal","Medium"
"Case 4288","Question","Premium","Normal","Long"
"Case 4289","Question","Gold","Normal","Short"
"Case 429","Task","Premium","Normal","Medium"
"Case 4290","Incident","Premium","Normal","Short"
"Case 4291","Question","Gold","Normal","Medium"
"Case 4292","Question","Gold","Normal","Short"
"Case 4293","Incident","Premium","High","Medium"
"Case 4294","Incident","Gold","Normal","Short"
"Case 4295","Question","Premium","High","Long"
"Case 4296","Question","Gold","Normal","Medium"
"Case 4297","Question","Gold","High","Short"
"Case 4298","Question","Gold","Normal","Long"
"Case 4299","Question","Gold","High","Short"
"Case 43","Question","Gold","Normal","Long"
"Case 430","Question","Gold","Normal","Short"
"Case 4300","Question","Premium","High","Short"
"Case 4301","Task","Premium","High","Medium"
"Case 4302","Question","Gold","Normal","Long"
"Case 4303","Task","Premium","Normal","Long"
"Case 4304","Task","Gold","High","Short"
"Case 4305","Question","Premium","High","Medium"
"Case 4306","Question","Gold","High","Medium"
"Case 4307","Question","Premium","Normal","Long"
"Case 4308","Question","Gold","High","Long"
"Case 4309","Incident","Gold","High","Short"
"Case 431","Question","Gold","Normal","Medium"
"Case 4310","Question","Premium","High","Long"
"Case 4311","Question","Gold","Normal","Long"
"Case 4312","Question","Gold","High","Long"
"Case 4313","Incident","Gold","Normal","Long"
"Case 4314","Incident","Premium","Normal","Medium"
"Case 4315","Task","Premium","Normal","Short"
"Case 4316","Question","Gold","High","Short"
"Case 4317","Question","Gold","Urgent","Medium"
"Case 4318","Question","Premium","High","Short"
"Case 4319","Question","Gold","Normal","Medium"
"Case 432","Question","Premium","Normal","Short"
"Case 4320","Question","Premium","Normal","Long"
"Case 4321","Question","Premium","Urgent","Medium"
"Case 4322","Question","Gold","Urgent","Short"
"Case 4323","Task","Premium","Urgent","Medium"
"Case 4324","Task","Premium","Normal","Long"
"Case 4325","Task","Premium","Normal","Medium"
"Case 4326","Task","Premium","Normal","Long"
"Case 4327","Task","Premium","Normal","Medium"
"Case 4328","Task","Premium","High","Medium"
"Case 4329","Task","Premium","Normal","Long"
"Case 433","Task","Premium","High","Medium"
"Case 4330","Task","Premium","Normal","Long"
"Case 4331","Question","Gold","Normal","Medium"
"Case 4332","Incident","Premium","Normal","Short"
"Case 4333","Incident","Gold","Normal","Short"
"Case 4334","Task","Premium","Urgent","Medium"
"Case 4335","Question","Gold","Normal","Long"
"Case 4336","Task","Premium","Normal","Long"
"Case 4337","Task","Premium","Normal","Medium"
"Case 4338","Task","Premium","Normal","Long"
"Case 4339","Task","Gold","Urgent","Medium"
"Case 434","Task","Premium","High","Long"
"Case 4340","Question","Gold","High","Medium"
"Case 4341","Task","Premium","Normal","Medium"
"Case 4342","Task","Premium","Normal","Long"
"Case 4343","Question","Premium","High","Medium"
"Case 4344","Question","Gold","Normal","Short"
"Case 4345","Question","Gold","Normal","Short"
"Case 4346","Question","Gold","Normal","Medium"
"Case 4347","Question","Premium","Normal","Long"
"Case 4348","Task","Gold","High","Short"
"Case 4349","Question","Premium","High","Medium"
"Case 435","Task","Premium","Normal","Long"
"Case 4350","Task","Premium","Normal","Long"
"Case 4351","Task","Premium","Normal","Long"
"Case 4352","Task","Premium","Normal","Long"
"Case 4353","Task","Premium","Normal","Long"
"Case 4354","Task","Premium","Normal","Short"
"Case 4355","Question","Gold","Normal","Medium"
"Case 4356","Incident","Premium","Normal","Medium"
"Case 4357","Question","Gold","High","Short"
"Case 4358","Question","Premium","Normal","Short"
"Case 4359","Task","Gold","Normal","Long"
"Case 436","Question","Gold","Normal","Short"
"Case 4360","Question","Gold","High","Medium"
"Case 4361","Task","Premium","Normal","Medium"
"Case 4362","Question","Gold","Normal","Short"
"Case 4363","Question","Gold","Urgent","Short"
"Case 4364","Question","Gold","Normal","Short"
"Case 4365","Task","Premium","Normal","Long"
"Case 4366","Question","Gold","Normal","Medium"
"Case 4367","Question","Gold","Normal","Short"
"Case 4368","Task","Gold","Normal","Short"
"Case 4369","Task","Premium","Normal","Medium"
"Case 437","Task","Premium","Normal","Medium"
"Case 4370","Incident","Premium","Normal","Long"
"Case 4371","Incident","Gold","Normal","Medium"
"Case 4372","Question","Gold","Normal","Short"
"Case 4373","Incident","Gold","High","Short"
"Case 4374","Question","Gold","Normal","Long"
"Case 4375","Task","Premium","Normal","Long"
"Case 4376","Incident","Premium","High","Short"
"Case 4377","Task","Gold","Normal","Short"
"Case 4378","Question","Premium","High","Long"
"Case 4379","Task","Gold","Normal","Medium"
"Case 438","Incident","Premium","Normal","Medium"
"Case 4380","Task","Premium","Normal","Long"
"Case 4381","Task","Premium","Normal","Long"
"Case 4382","Question","Premium","Normal","Long"
"Case 4383","Task","Premium","High","Long"
"Case 4384","Task","Gold","Normal","Medium"
"Case 4385","Task","Premium","Normal","Medium"
"Case 4386","Question","Gold","High","Medium"
"Case 4387","Task","Premium","Normal","Short"
"Case 4388","Question","Gold","Normal","Long"
"Case 4389","Task","Gold","High","Short"
"Case 439","Question","Premium","Normal","Medium"
"Case 4390","Question","Gold","Normal","Long"
"Case 4391","Question","Gold","High","Long"
"Case 4392","Incident","Premium","High","Short"
"Case 4393","Task","Gold","Normal","Long"
"Case 4394","Task","Premium","Normal","Medium"
"Case 4395","Question","Premium","Normal","Medium"
"Case 4396","Question","Gold","High","Short"
"Case 4397","Question","Gold","High","Medium"
"Case 4398","Task","Gold","Normal","Short"
"Case 4399","Question","Gold","High","Short"
"Case 44","Question","Gold","Normal","Short"
"Case 440","Question","Gold","Normal","Long"
"Case 4400","Incident","Premium","High","Long"
"Case 4401","Question","Gold","Normal","Medium"
"Case 4402","Question","Premium","Urgent","Medium"
"Case 4403","Task","Premium","High","Short"
"Case 4404","Task","Premium","Normal","Medium"
"Case 4405","Incident","Gold","Normal","Medium"
"Case 4406","Question","Gold","High","Medium"
"Case 4407","Task","Premium","Normal","Long"
"Case 4408","Task","Premium","Normal","Short"
"Case 4409","Task","Gold","High","Long"
"Case 441","Task","Premium","Normal","Short"
"Case 4410","Task","Premium","Normal","Short"
"Case 4411","Task","Premium","Normal","Medium"
"Case 4412","Question","Premium","Normal","Medium"
"Case 4413","Task","Premium","Normal","Medium"
"Case 4414","Task","Gold","Normal","Short"
"Case 4415","Task","Premium","Normal","Long"
"Case 4416","Task","Premium","Normal","Short"
"Case 4417","Task","Premium","High","Medium"
"Case 4418","Question","Gold","High","Long"
"Case 4419","Incident","Premium","Normal","Medium"
"Case 442","Question","Gold","Normal","Medium"
"Case 4420","Incident","Gold","High","Medium"
"Case 4421","Task","Premium","Normal","Medium"
"Case 4422","Question","Gold","Normal","Medium"
"Case 4423","Task","Premium","Normal","Short"
"Case 4424","Task","Premium","Urgent","Short"
"Case 4425","Incident","Premium","Urgent","Long"
"Case 4426","Task","Gold","Normal","Short"
"Case 4427","Task","Premium","High","Short"
"Case 4428","Task","Premium","Normal","Medium"
"Case 4429","Question","Premium","High","Short"
"Case 443","Incident","Gold","Urgent","Short"
"Case 4430","Question","Gold","Normal","Medium"
"Case 4431","Task","Premium","Normal","Long"
"Case 4432","Question","Gold","Normal","Short"
"Case 4433","Task","Premium","Normal","Medium"
"Case 4434","Question","Premium","Normal","Medium"
"Case 4435","Question","Gold","Normal","Long"
"Case 4436","Question","Premium","High","Long"
"Case 4437","Question","Gold","Normal","Medium"
"Case 4438","Incident","Gold","High","Short"
"Case 4439","Question","Gold","Normal","Short"
"Case 444","Task","Gold","Normal","Long"
"Case 4440","Task","Premium","Normal","Medium"
"Case 4441","Question","Gold","Normal","Long"
"Case 4442","Incident","Premium","Normal","Medium"
"Case 4443","Question","Gold","Normal","Medium"
"Case 4444","Question","Premium","High","Medium"
"Case 4445","Question","Gold","Normal","Medium"
"Case 4446","Question","Gold","Normal","Short"
"Case 4447","Task","Premium","Normal","Medium"
"Case 4448","Question","Premium","Urgent","Medium"
"Case 4449","Incident","Premium","Normal","Long"
"Case 445","Question","Gold","Normal","Long"
"Case 4450","Incident","Gold","Normal","Long"
"Case 4451","Question","Premium","Normal","Short"
"Case 4452","Question","Gold","Normal","Short"
"Case 4453","Question","Gold","Normal","Long"
"Case 4454","Task","Premium","Normal","Long"
"Case 4455","Question","Gold","High","Short"
"Case 4456","Task","Premium","Normal","Long"
"Case 4457","Question","Gold","High","Short"
"Case 4458","Question","Premium","Normal","Short"
"Case 4459","Task","Premium","Normal","Medium"
"Case 446","Task","Premium","Normal","Medium"
"Case 4460","Question","Gold","Normal","Short"
"Case 4461","Task","Gold","Normal","Long"
"Case 4462","Question","Gold","Normal","Short"
"Case 4463","Task","Premium","Normal","Long"
"Case 4464","Question","Gold","High","Medium"
"Case 4465","Task","Premium","Normal","Medium"
"Case 4466","Task","Gold","Normal","Medium"
"Case 4467","Task","Premium","Normal","Medium"
"Case 4468","Question","Gold","Normal","Short"
"Case 4469","Question","Gold","Normal","Medium"
"Case 447","Task","Premium","Normal","Short"
"Case 4470","Question","Gold","Normal","Short"
"Case 4471","Question","Premium","High","Medium"
"Case 4472","Task","Premium","High","Medium"
"Case 4473","Question","Gold","Normal","Medium"
"Case 4474","Question","Gold","High","Long"
"Case 4475","Task","Premium","High","Long"
"Case 4476","Question","Gold","Normal","Long"
"Case 4477","Question","Premium","Normal","Long"
"Case 4478","Task","Premium","Normal","Long"
"Case 4479","Question","Premium","Urgent","Short"
"Case 448","Task","Premium","Normal","Medium"
"Case 4480","Task","Premium","Normal","Long"
"Case 4481","Task","Premium","Normal","Medium"
"Case 4482","Incident","Premium","High","Long"
"Case 4483","Question","Gold","Normal","Long"
"Case 4484","Task","Premium","Normal","Long"
"Case 4485","Task","Premium","Normal","Medium"
"Case 4486","Question","Premium","Normal","Long"
"Case 4487","Question","Gold","Normal","Short"
"Case 4488","Incident","Gold","Normal","Medium"
"Case 4489","Question","Gold","Normal","Medium"
"Case 449","Question","Gold","High","Long"
"Case 4490","Question","Premium","Normal","Medium"
"Case 4491","Task","Premium","High","Short"
"Case 4492","Incident","Premium","Normal","Medium"
"Case 4493","Question","Gold","Normal","Medium"
"Case 4494","Question","Premium","Normal","Long"
"Case 4495","Question","Gold","Normal","Short"
"Case 4496","Question","Gold","Normal","Medium"
"Case 4497","Question","Premium","High","Short"
"Case 4498","Task","Premium","Normal","Long"
"Case 4499","Task","Premium","Normal","Medium"
"Case 45","Task","Premium","Normal","Long"
"Case 450","Incident","Gold","Normal","Medium"
"Case 4500","Incident","Premium","High","Short"
"Case 4501","Task","Premium","Normal","Medium"
"Case 4502","Question","Gold","Normal","Long"
"Case 4503","Question","Premium","Normal","Short"
"Case 4504","Incident","Gold","Normal","Long"
"Case 4505","Question","Gold","High","Short"
"Case 4506","Task","Premium","Urgent","Medium"
"Case 4507","Question","Gold","Normal","Long"
"Case 4508","Question","Gold","Normal","Long"
"Case 4509","Question","Gold","High","Long"
"Case 451","Question","Gold","Normal","Medium"
"Case 4510","Question","Gold","High","Medium"
"Case 4511","Question","Premium","Normal","Long"
"Case 4512","Task","Premium","Normal","Long"
"Case 4513","Task","Premium","Normal","Long"
"Case 4514","Question","Premium","High","Long"
"Case 4515","Question","Gold","High","Short"
"Case 4516","Question","Gold","High","Short"
"Case 4517","Question","Gold","Normal","Medium"
"Case 4518","Task","Premium","Normal","Long"
"Case 4519","Task","Premium","Normal","Long"
"Case 452","Question","Premium","High","Short"
"Case 4520","Question","Gold","Normal","Short"
"Case 4521","Question","Gold","Normal","Long"
"Case 4522","Task","Premium","Normal","Medium"
"Case 4523","Question","Premium","Normal","Medium"
"Case 4524","Question","Gold","Normal","Medium"
"Case 4525","Question","Premium","Normal","Long"
"Case 4526","Question","Gold","High","Long"
"Case 4527","Incident","Gold","Normal","Medium"
"Case 4528","Task","Premium","Normal","Medium"
"Case 4529","Question","Premium","High","Short"
"Case 453","Task","Premium","Normal","Medium"
"Case 4530","Task","Gold","Normal","Short"
"Case 4531","Question","Gold","Normal","Short"
"Case 4532","Question","Premium","Normal","Medium"
"Case 4533","Question","Gold","Normal","Long"
"Case 4534","Question","Gold","Normal","Medium"
"Case 4535","Question","Premium","Normal","Short"
"Case 4536","Question","Gold","Normal","Short"
"Case 4537","Question","Gold","High","Short"
"Case 4538","Task","Premium","Urgent","Short"
"Case 4539","Incident","Gold","Normal","Long"
"Case 454","Incident","Gold","Normal","Short"
"Case 4540","Incident","Gold","High","Medium"
"Case 4541","Task","Gold","Normal","Short"
"Case 4542","Task","Premium","Normal","Short"
"Case 4543","Question","Gold","Normal","Short"
"Case 4544","Question","Premium","Normal","Long"
"Case 4545","Task","Premium","Normal","Long"
"Case 4546","Question","Gold","High","Short"
"Case 4547","Question","Gold","Normal","Long"
"Case 4548","Incident","Premium","Normal","Short"
"Case 4549","Task","Premium","High","Long"
"Case 455","Task","Premium","High","Medium"
"Case 4550","Question","Premium","High","Medium"
"Case 4551","Task","Gold","Normal","Medium"
"Case 4552","Task","Premium","Normal","Short"
"Case 4553","Question","Gold","Normal","Long"
"Case 4554","Task","Premium","High","Medium"
"Case 4555","Question","Gold","High","Medium"
"Case 4556","Question","Gold","Normal","Medium"
"Case 4557","Task","Gold","High","Short"
"Case 4558","Task","Premium","Urgent","Medium"
"Case 4559","Question","Gold","Normal","Long"
"Case 456","Task","Premium","Normal","Long"
"Case 4560","Incident","Premium","Normal","Long"
"Case 4561","Incident","Premium","Normal","Short"
"Case 4562","Task","Premium","Normal","Medium"
"Case 4563","Task","Premium","Normal","Medium"
"Case 4564","Task","Premium","Normal","Long"
"Case 4565","Question","Gold","Normal","Short"
"Case 4566","Question","Premium","Normal","Short"
"Case 4567","Incident","Premium","High","Long"
"Case 4568","Task","Gold","Normal","Medium"
"Case 4569","Task","Premium","Normal","Long"
"Case 457","Question","Gold","High","Short"
"Case 4570","Question","Gold","Normal","Short"
"Case 4571","Question","Gold","Normal","Medium"
"Case 4572","Incident","Premium","Normal","Short"
"Case 4573","Task","Premium","High","Short"
"Case 4574","Question","Gold","Normal","Long"
"Case 4575","Task","Premium","Normal","Short"
"Case 4576","Question","Gold","High","Short"
"Case 4577","Task","Premium","Normal","Long"
"Case 4578","Question","Gold","Normal","Short"
"Case 4579","Question","Gold","Normal","Medium"
"Case 458","Task","Premium","Normal","Long"
"Case 4580","Question","Premium","Normal","Medium"
"Case 459","Task","Premium","Urgent","Long"
"Case 46","Task","Premium","Normal","Long"
"Case 460","Incident","Premium","Normal","Medium"
"Case 461","Task","Premium","Normal","Medium"
"Case 462","Incident","Gold","Normal","Short"
"Case 463","Task","Premium","Normal","Long"
"Case 464","Incident","Premium","Normal","Short"
"Case 465","Task","Premium","Normal","Short"
"Case 466","Question","Premium","Normal","Short"
"Case 467","Task","Premium","Normal","Long"
"Case 468","Question","Premium","Normal","Long"
"Case 469","Question","Gold","Normal","Medium"
"Case 47","Question","Premium","Normal","Medium"
"Case 470","Question","Premium","Normal","Long"
"Case 471","Incident","Gold","Normal","Medium"
"Case 472","Task","Premium","Normal","Long"
"Case 473","Task","Premium","Normal","Long"
"Case 474","Task","Premium","Normal","Long"
"Case 475","Question","Gold","Normal","Long"
"Case 476","Task","Premium","Normal","Short"
"Case 477","Incident","Gold","Normal","Medium"
"Case 478","Task","Premium","Normal","Medium"
"Case 479","Question","Gold","High","Short"
"Case 48","Question","Gold","Normal","Short"
"Case 480","Incident","Gold","High","Short"
"Case 481","Question","Premium","Normal","Short"
"Case 482","Task","Gold","Normal","Medium"
"Case 483","Question","Premium","Normal","Short"
"Case 484","Task","Premium","Normal","Short"
"Case 485","Incident","Premium","Normal","Short"
"Case 486","Question","Gold","High","Medium"
"Case 487","Task","Premium","Urgent","Medium"
"Case 488","Incident","Gold","Normal","Long"
"Case 489","Question","Gold","High","Medium"
"Case 49","Task","Premium","Normal","Medium"
"Case 490","Question","Gold","Normal","Short"
"Case 491","Question","Premium","Normal","Long"
"Case 492","Question","Gold","Normal","Medium"
"Case 493","Task","Premium","High","Medium"
"Case 494","Question","Gold","Normal","Long"
"Case 495","Question","Gold","Normal","Medium"
"Case 496","Task","Premium","High","Medium"
"Case 497","Incident","Gold","Normal","Medium"
"Case 498","Task","Premium","Normal","Medium"
"Case 499","Question","Premium","Normal","Medium"
"Case 5","Question","Gold","Normal","Long"
"Case 50","Question","Gold","Normal","Short"
"Case 500","Task","Premium","Normal","Long"
"Case 501","Task","Premium","Normal","Medium"
"Case 502","Task","Premium","Normal","Long"
"Case 503","Task","Premium","Normal","Long"
"Case 504","Question","Premium","Normal","Medium"
"Case 505","Incident","Premium","Urgent","Short"
"Case 506","Task","Gold","Normal","Medium"
"Case 507","Task","Premium","Normal","Short"
"Case 508","Task","Premium","Normal","Short"
"Case 509","Task","Premium","Normal","Long"
"Case 51","Task","Premium","Normal","Medium"
"Case 510","Task","Premium","Normal","Long"
"Case 511","Question","Premium","Normal","Short"
"Case 512","Incident","Premium","High","Medium"
"Case 513","Question","Premium","Normal","Medium"
"Case 514","Question","Gold","Normal","Medium"
"Case 515","Question","Gold","High","Long"
"Case 516","Task","Gold","Normal","Long"
"Case 517","Question","Premium","Normal","Medium"
"Case 518","Incident","Premium","High","Medium"
"Case 519","Question","Gold","Normal","Long"
"Case 52","Incident","Gold","Normal","Long"
"Case 520","Task","Premium","Normal","Medium"
"Case 521","Question","Gold","Normal","Long"
"Case 522","Task","Premium","Normal","Short"
"Case 523","Question","Premium","Normal","Short"
"Case 524","Question","Premium","Normal","Medium"
"Case 525","Task","Premium","Normal","Long"
"Case 526","Incident","Premium","High","Medium"
"Case 527","Task","Premium","Normal","Long"
"Case 528","Question","Gold","Normal","Long"
"Case 529","Task","Premium","Normal","Long"
"Case 53","Task","Premium","Normal","Long"
"Case 530","Task","Premium","Normal","Long"
"Case 531","Question","Gold","High","Short"
"Case 532","Task","Premium","Normal","Medium"
"Case 533","Question","Premium","Normal","Medium"
"Case 534","Question","Gold","Normal","Medium"
"Case 535","Question","Gold","Normal","Medium"
"Case 536","Task","Gold","Normal","Short"
"Case 537","Task","Premium","Normal","Long"
"Case 538","Question","Gold","Normal","Short"
"Case 539","Question","Gold","Normal","Medium"
"Case 54","Task","Premium","Normal","Medium"
"Case 540","Question","Premium","Normal","Short"
"Case 541","Question","Gold","High","Short"
