Case ID,Application Type,Loan Goal,Requested Amount,First Credit Score,Last Credit Score,Having Call to Complete Application,Number of Offers,First Offer,Last Offer,First Offers Monthly Cost,Last Offers Monthly Cost,Throughput Times,Results
"Application_555705661","New credit","Home improvement",50000,0,0,0,2,50000,35000,1715.9,905.34,7.299780092592592,"Cancelled by client"
"Application_556051128","New credit","Home improvement",6000,1080,1080,0,1,6000,6000,67.56,67.56,21.49305555555556,"Successful completion"
"Application_556252191","New credit","Car",20000,0,0,0,2,20000,20000,300,300,15.58674768518519,"Denied by the bank"
"Application_556726345","New credit","Home improvement",15000,0,1030,0,4,15000,15000,500,497.07,14.23957175925926,"Successful completion"
"Application_556965935","New credit","Unknown",0,925,925,0,1,16900,16900,173.64,173.64,13.15459490740741,"Successful completion"
"Application_557081147","New credit","Unknown",0,0,1023,0,2,61000,71200,621.12,724.98,21.93497685185185,"Successful completion"
"Application_55766939","New credit","Unknown",0,962,962,0,1,15500,15500,250,250,5.029201388888889,"Successful completion"
"Application_557761807","New credit","Home improvement",6000,0,0,0,1,12000,12000,130.57,130.57,32.58393518518518,"Cancelled by client"
"Application_557764012","New credit","Remaining debt home",45500,0,855,1,2,63000,45500,488.33,352.68,36.56096064814815,"Successful completion"
"Application_557828251","New credit","Car",30000,762,762,0,1,30000,30000,1021.83,1021.83,32.955625,"Successful completion"
"Application_557873610","New credit","Home improvement",25000,0,0,0,3,25000,25000,461.78,255,33.89003472222223,"Cancelled by client"
"Application_558901961","New credit","Existing loan takeover",5000,1090,1090,0,1,5000,5000,125.07,125.07,32.69568287037037,"Successful completion"
"Application_559239075","Limit raise","Home improvement",10000,0,0,0,1,10000,10000,100,100,39.85965277777778,"Successful completion"
"Application_560224082","New credit","Existing loan takeover",0,0,856,0,2,12000,12000,127.75,127.75,11.89802083333333,"Successful completion"
"Application_560602372","New credit","Existing loan takeover",16000,848,848,0,1,16000,16000,160,160,14.60386574074074,"Successful completion"
"Application_561027583","New credit","Existing loan takeover",25000,999,999,0,1,25000,25000,250,250,25.18275462962963,"Successful completion"
"Application_562228671","New credit","Car",8000,0,698,0,3,8000,8000,160,160,7.20738425925926,"Successful completion"
"Application_562625185","New credit","Car",8500,948,948,0,1,8500,8500,120,120,9.57324074074074,"Successful completion"
"Application_563544896","New credit","Other, see explanation",5000,716,716,0,1,5000,5000,222.31,222.31,14.7212962962963,"Successful completion"
"Application_563569619","New credit","Existing loan takeover",65600,773,773,1,1,65600,65600,686.13,686.13,8.824814814814815,"Successful completion"
"Application_563680900","Limit raise","Other, see explanation",30000,0,0,0,1,30000,30000,300,300,11.02783564814815,"Cancelled by client"
"Application_563874950","New credit","Car",15000,0,952,0,3,20000,25000,205.49,254.56,21.97364583333333,"Successful completion"
"Application_564206168","Limit raise","Car",16000,0,0,0,1,16000,16000,160,160,31.87540509259259,"Cancelled by client"
"Application_564280997","New credit","Home improvement",25000,0,0,0,2,40000,40000,407.29,407.29,9.885243055555556,"Denied by the bank"
"Application_56433055","New credit","Other, see explanation",0,834,834,0,1,10000,10000,249.58,249.58,6.91261574074074,"Successful completion"
"Application_564495631","New credit","Car",18000,1004,1004,0,1,18000,18000,334.05,334.05,20.7677662037037,"Successful completion"
"Application_564537369","New credit","Unknown",0,0,0,0,1,6200,6200,189.5,189.5,10.64577546296296,"Denied by the bank"
"Application_564819308","New credit","Unknown",0,0,957,0,4,22600,25000,300.03,300.87,41.99651620370371,"Successful completion"
"Application_565814930","New credit","Other, see explanation",6000,948,948,0,1,6000,6000,99.18000000000001,99.18000000000001,14.84509259259259,"Successful completion"
"Application_565969012","New credit","Existing loan takeover",13200,856,856,1,1,13200,13200,140.52,140.52,7.967384259259259,"Successful completion"
"Application_566509707","New credit","Existing loan takeover",17000,0,0,0,3,17000,10000,248.68,149.86,8.642280092592593,"Successful completion"
"Application_566670119","New credit","Existing loan takeover",17750,0,708,0,3,17600,17800,250.84,182.88,28.84215277777778,"Successful completion"
"Application_56701139","New credit","Remaining debt home",29000,786,786,1,1,29000,29000,216.28,216.28,16.00206018518519,"Successful completion"
"Application_567132779","New credit","Existing loan takeover",26000,851,851,0,1,26000,26000,276.01,276.01,17.83927083333333,"Successful completion"
"Application_567712923","New credit","Remaining debt home",8500,962,962,0,1,8500,8500,85,85,5.719305555555556,"Successful completion"
"Application_56810676","Limit raise","Car",0,0,0,0,1,35000,35000,350,350,11.92201388888889,"Successful completion"
"Application_568941744","New credit","Existing loan takeover",20000,892,892,1,1,20000,20000,205.49,205.49,24.85880787037037,"Successful completion"
"Application_570083989","New credit","Car",8000,0,642,0,2,8000,9000,355.7,371.28,10.76061342592593,"Successful completion"
"Application_570251114","New credit","Car",20000,0,0,0,2,20000,20000,250,251.23,9.798020833333334,"Cancelled by client"
"Application_570491119","New credit","Home improvement",12000,0,866,0,2,12000,12000,226.9,226.9,16.71319444444444,"Successful completion"
"Application_570561205","New credit","Home improvement",7500,848,848,0,1,7500,7500,149.52,149.52,14.44945601851852,"Successful completion"
"Application_571946061","New credit","Unknown",0,822,822,0,1,7800,7800,115.12,115.12,10.02291666666667,"Successful completion"
"Application_572077071","New credit","Home improvement",20000,0,784,0,2,20000,21300,218.75,223.77,38.54379629629629,"Successful completion"
"Application_572215303","New credit","Car",15000,0,0,0,2,15000,20000,347.44,454.39,14.91497685185185,"Denied by the bank"
"Application_572235489","New credit","Unknown",0,0,0,0,2,75000,75000,784.45,785,12.22219907407407,"Cancelled by client"
"Application_5733741","New credit","Existing loan takeover",6000,0,0,0,1,6100,6100,250,250,31.74496527777778,"Cancelled by client"
"Application_574500271","New credit","Car",17500,0,0,1,1,17500,17500,324.77,324.77,65.80355324074074,"Cancelled by client"
"Application_574722304","New credit","Car",10000,0,908,0,2,10000,10000,189.08,173.98,33.49883101851852,"Successful completion"
"Application_575518856","Limit raise","Home improvement",8500,0,0,1,1,8500,8500,160,160,8.745787037037037,"Successful completion"
"Application_575764720","New credit","Car",0,0,856,0,2,15000,13500,154.11,143.72,40.76701388888889,"Successful completion"
"Application_575944975","New credit","Tax payments",15000,0,0,0,2,15000,13000,157.59,138.39,66.73265046296297,"Denied by the bank"
"Application_576025779","New credit","Extra spending limit",5000,0,0,0,1,5000,5000,56.3,56.3,9.793495370370371,"Denied by the bank"
"Application_576418583","New credit","Car",10000,1067,1067,0,1,10000,10000,197.83,197.83,16.66554398148148,"Successful completion"
"Application_576893560","New credit","Car",10000,0,0,0,1,6500,6500,73.19,73.19,3.746828703703704,"Denied by the bank"
"Application_577093104","New credit","Motorcycle",5000,0,0,0,1,5000,5000,431.05,431.05,11.8528587962963,"Denied by the bank"
"Application_577250831","Limit raise","Home improvement",23000,901,901,0,1,23000,23000,400,400,6.907118055555555,"Successful completion"
"Application_577274960","New credit","Car",8000,0,0,0,1,8000,8000,355.7,355.7,7.786574074074074,"Cancelled by client"
"Application_577491572","New credit","Unknown",0,0,0,0,1,27000,27000,282.4,282.4,12.99196759259259,"Denied by the bank"
"Application_577740264","New credit","Boat",12000,0,0,0,1,12000,12000,155.12,155.12,32.49520833333333,"Cancelled by client"
"Application_577914761","New credit","Home improvement",25000,969,969,0,1,25000,25000,261.48,261.48,9.021712962962964,"Successful completion"
"Application_578270866","New credit","Other, see explanation",20000,868,868,0,1,20000,20000,292.56,292.56,13.673125,"Successful completion"
"Application_578302511","New credit","Home improvement",5000,951,951,0,1,5000,5000,152.82,152.82,9.676793981481481,"Successful completion"
"Application_578355590","New credit","Home improvement",7500,0,0,0,2,7500,7500,84.45,84.45,27.62390046296296,"Denied by the bank"
"Application_578480581","New credit","Home improvement",12000,0,0,0,1,12000,12000,237.39,237.39,7.8246875,"Denied by the bank"
"Application_579075893","New credit","Existing loan takeover",0,0,0,0,1,5200,5200,163.06,163.06,30.7971875,"Cancelled by client"
"Application_579105624","New credit","Not speficied",7000,0,0,0,1,7000,7000,199,199,2.00875,"Cancelled by client"
"Application_579939266","New credit","Car",15000,0,0,0,1,15000,15000,278.38,278.38,4.069583333333333,"Cancelled by client"
"Application_581105213","New credit","Car",10000,0,0,0,1,10000,10000,200,200,33.54924768518519,"Cancelled by client"
"Application_581381069","New credit","Motorcycle",10000,0,0,0,1,10000,10000,249.58,249.58,40.75390046296296,"Cancelled by client"
"Application_581438988","New credit","Existing loan takeover",35000,953,953,0,1,35000,35000,356.38,356.38,9.904814814814815,"Successful completion"
"Application_581575651","New credit","Home improvement",17500,750,750,0,1,17500,17500,397.59,397.59,7.723449074074074,"Successful completion"
"Application_582576974","New credit","Other, see explanation",5000,0,0,0,1,5000,5000,97.40000000000001,97.40000000000001,12.47327546296296,"Denied by the bank"
"Application_582885008","New credit","Not speficied",20000,0,0,0,1,20000,20000,210.12,210.12,10.58055555555556,"Denied by the bank"
"Application_583074272","New credit","Home improvement",5000,866,866,0,1,5000,5000,200,200,7.772939814814815,"Successful completion"
"Application_584055749","New credit","Car",5000,0,0,0,1,5000,5000,180.6,180.6,30.76927083333333,"Cancelled by client"
"Application_584542438","Limit raise","Home improvement",35000,0,0,0,1,32800,32800,350,350,9.059456018518519,"Successful completion"
"Application_585037499","New credit","Home improvement",10000,0,787,0,2,10000,6000,100,60,24.62465277777778,"Successful completion"
"Application_586741765","New credit","Other, see explanation",50000,0,0,0,2,50000,50000,500,522.97,30.87738425925926,"Cancelled by client"
"Application_586839753","New credit","Car",5000,0,0,0,1,5000,5000,56.3,56.3,54.60408564814815,"Denied by the bank"
"Application_587715330","New credit","Car",15000,0,0,0,1,15000,15000,150,150,31.40892361111111,"Cancelled by client"
"Application_588010971","New credit","Car",10000,0,0,0,1,10000,10000,300.07,300.07,9.600648148148148,"Denied by the bank"
"Application_588307494","New credit","Home improvement",20000,0,918,0,2,20000,20000,205.49,205.49,13.65741898148148,"Successful completion"
"Application_588418009","New credit","Home improvement",15000,0,964,0,2,15000,25000,444.96,441.98,23.4484375,"Successful completion"
"Application_588444446","New credit","Existing loan takeover",25000,0,0,0,1,26000,26000,336.32,336.32,32.35833333333333,"Cancelled by client"
"Application_588596495","New credit","Existing loan takeover",15000,0,910,0,2,43900,15000,798.92,274.29,14.67380787037037,"Successful completion"
"Application_589032876","New credit","Home improvement",16500,925,925,0,1,16500,16500,169.53,169.53,16.78635416666667,"Successful completion"
"Application_589186855","New credit","Home improvement",10000,0,0,0,2,10000,10000,147.62,106.46,33.7968287037037,"Cancelled by client"
"Application_58969776","New credit","Not speficied",10000,0,0,0,2,10000,10000,200,189.08,38.29274305555555,"Cancelled by client"
"Application_590059645","New credit","Car",20000,0,0,0,5,20000,20000,200,200,31.66375,"Cancelled by client"
"Application_590235007","New credit","Unknown",0,832,832,0,1,34000,34000,355.62,355.62,14.57386574074074,"Successful completion"
"Application_590572736","New credit","Other, see explanation",60000,0,0,1,1,60000,60000,1108.28,1108.28,28.35106481481482,"Denied by the bank"
"Application_590644415","New credit","Existing loan takeover",25000,0,0,0,2,25000,30000,250,300,31.94194444444445,"Cancelled by client"
"Application_590864422","Limit raise","Home improvement",20000,0,0,0,1,20000,20000,200,200,13.00111111111111,"Successful completion"
"Application_591439695","Limit raise","Home improvement",0,0,0,0,1,15000,15000,150,150,8.756562499999999,"Successful completion"
"Application_591970869","New credit","Unknown",0,0,971,0,2,17500,17500,383.02,383.02,31.5834837962963,"Successful completion"
"Application_592253335","New credit","Car",50000,0,0,0,1,50000,50000,500,500,8.807731481481481,"Denied by the bank"
"Application_592820539","New credit","Car",19000,0,806,0,2,32000,25000,502.42,254.56,23.68399305555555,"Successful completion"
"Application_593391703","New credit","Car",15000,0,712,0,2,16000,10000,164.39,106.46,37.91471064814815,"Successful completion"
"Application_593445386","New credit","Unknown",0,848,848,0,1,16000,16000,164.39,164.39,13.5509375,"Successful completion"
"Application_594581112","New credit","Existing loan takeover",44000,0,0,0,1,44000,44000,499.85,499.85,31.40045138888889,"Cancelled by client"
"Application_594885183","New credit","Car",5000,0,0,0,1,5000,5000,97.40000000000001,97.40000000000001,10.03650462962963,"Denied by the bank"
"Application_594920985","New credit","Car",28000,0,838,0,2,24700,24700,371.99,371.99,9.997453703703703,"Successful completion"
"Application_595320620","New credit","Car",6500,0,0,0,1,6500,6500,153.59,153.59,31.56805555555556,"Cancelled by client"
"Application_595631035","New credit","Home improvement",75000,0,946,1,3,75000,75000,763.67,763.67,49.99053240740741,"Successful completion"
"Application_59619530","New credit","Existing loan takeover",47300,0,0,0,1,47300,47300,501.3,501.3,30.81680555555555,"Cancelled by client"
"Application_596200989","New credit","Home improvement",5000,0,0,0,1,5000,5000,514.58,514.58,35.91703703703703,"Cancelled by client"
"Application_596202365","New credit","Car",15000,783,783,1,1,15000,15000,300,300,10.87141203703704,"Successful completion"
"Application_596207787","New credit","Existing loan takeover",25100,759,759,0,1,25100,25100,255.57,255.57,12.87251157407407,"Successful completion"
"Application_596694536","New credit","Car",5000,0,0,0,1,5000,5000,431.05,431.05,32.21289351851852,"Cancelled by client"
"Application_596761305","New credit","Existing loan takeover",10000,815,815,0,1,10000,10000,120,120,25.30016203703704,"Successful completion"
"Application_59724445","New credit","Existing loan takeover",30000,0,0,0,1,31000,31000,310,310,33.31876157407407,"Cancelled by client"
"Application_597522926","New credit","Unknown",0,961,961,0,1,50000,50000,509.11,509.11,8.860011574074074,"Successful completion"
"Application_597831469","New credit","Car",5000,0,0,0,2,5000,5000,180.6,152.82,33.97436342592592,"Cancelled by client"
"Application_597959320","New credit","Car",15000,0,0,0,1,15000,15000,157.59,157.59,30.66090277777778,"Cancelled by client"
"Application_598384246","New credit","Home improvement",10000,0,0,0,2,7400,7400,100,100,33.7487037037037,"Cancelled by client"
"Application_598893129","New credit","Car",5000,953,953,1,1,5000,5000,127.6,127.6,11.03726851851852,"Successful completion"
"Application_599331567","New credit","Home improvement",15000,1056,1056,0,1,15000,15000,250,250,6.680555555555555,"Successful completion"
"Application_59935809","New credit","Car",40000,959,959,0,1,40000,40000,2083.22,2083.22,8.208101851851852,"Successful completion"
"Application_599737805","New credit","Car",10000,0,0,0,3,10000,10000,191.27,189.08,28.16855324074074,"Cancelled by client"
"Application_600656470","New credit","Not speficied",7000,0,0,0,2,7000,7000,136.35,140,10.28767361111111,"Cancelled by client"
"Application_600788947","New credit","Existing loan takeover",25700,0,0,0,2,25700,25700,474.71,474.71,30.88025462962963,"Denied by the bank"
"Application_600869793","New credit","Home improvement",25000,0,0,0,2,25000,25000,400,392.51,30.67392361111111,"Cancelled by client"
"Application_602576566","New credit","Home improvement",20000,0,0,0,1,20000,20000,205.49,205.49,30.88851851851852,"Cancelled by client"
"Application_602726641","New credit","Home improvement",10000,1019,1019,0,1,10000,10000,150.8,150.8,20.97342592592593,"Successful completion"
"Application_602815360","New credit","Existing loan takeover",38800,900,900,0,1,38800,38800,395.07,395.07,19.13298611111111,"Successful completion"
"Application_603184043","New credit","Existing loan takeover",10000,0,0,0,1,10000,10000,106.46,106.46,11.93890046296296,"Denied by the bank"
"Application_604003727","New credit","Other, see explanation",10000,0,0,0,1,10000,10000,149.86,149.86,31.32534722222222,"Cancelled by client"
"Application_604352948","New credit","Other, see explanation",7500,0,0,0,4,7500,7500,150,150,31.37296296296296,"Cancelled by client"
"Application_604648984","New credit","Home improvement",7500,776,0,0,2,7500,7500,146.09,146.09,8.952048611111111,"Successful completion"
"Application_60598727","New credit","Existing loan takeover",15000,874,874,0,1,15000,15000,154.11,154.11,15.018125,"Successful completion"
"Application_606167855","New credit","Other, see explanation",60000,0,868,1,2,60000,60000,610.9299999999999,610.9299999999999,15.8746875,"Successful completion"
"Application_606749031","New credit","Existing loan takeover",25000,837,837,0,1,25000,25000,254.56,254.56,22.141875,"Successful completion"
"Application_607018297","New credit","Car",10000,1022,1022,0,1,10000,10000,302.21,302.21,9.634097222222222,"Successful completion"
"Application_607145558","New credit","Home improvement",10000,1019,1019,0,1,10000,10000,300.07,300.07,14.41592592592593,"Successful completion"
"Application_607556337","New credit","Car",8500,0,0,0,4,8500,20000,188.75,200,51.91041666666667,"Denied by the bank"
"Application_608649898","New credit","Car",17500,926,926,0,1,17500,17500,350,350,4.067719907407407,"Successful completion"
"Application_608775916","New credit","Other, see explanation",10000,0,0,0,2,10000,10000,106.46,106.46,22.45835648148148,"Denied by the bank"
"Application_609004415","New credit","Not speficied",5000,1054,1054,0,1,5000,5000,150,150,28.8134837962963,"Successful completion"
"Application_609109009","New credit","Unknown",0,1085,1085,0,1,15000,15000,113.33,113.33,11.88695601851852,"Successful completion"
"Application_609139308","New credit","Home improvement",20000,0,0,0,2,20000,20000,394.93,394.93,55.6566087962963,"Cancelled by client"
"Application_609719509","New credit","Home improvement",30000,0,0,0,1,30000,30000,305.47,305.47,30.82326388888889,"Cancelled by client"
"Application_610209894","Limit raise","Existing loan takeover",20000,0,0,0,1,20000,20000,200,200,11.95363425925926,"Successful completion"
"Application_610717758","New credit","Car",15000,0,0,0,4,15000,10000,1285,439.07,32.3253587962963,"Cancelled by client"
"Application_610960768","New credit","Existing loan takeover",40000,924,924,0,1,40000,40000,424.63,424.63,13.8696412037037,"Successful completion"
"Application_613703128","New credit","Car",0,943,943,0,1,7400,7400,205.64,205.64,12.93486111111111,"Successful completion"
"Application_613891711","New credit","Car",10000,0,922,0,2,12300,12300,198.55,198.55,51.47697916666667,"Successful completion"
"Application_614171406","New credit","Other, see explanation",5000,0,0,0,1,5000,5000,56.3,56.3,30.67858796296296,"Cancelled by client"
"Application_614334599","New credit","Existing loan takeover",6500,1059,0,0,2,6500,6500,126.61,126.61,11.11297453703704,"Successful completion"
"Application_614810920","New credit","Other, see explanation",15000,0,0,0,1,6000,6000,67.56,67.56,35.60446759259259,"Cancelled by client"
"Application_614870883","New credit","Car",5000,0,0,0,1,5000,5000,59.99,59.99,11.67141203703704,"Denied by the bank"
"Application_615780650","New credit","Existing loan takeover",6000,0,0,0,1,5000,5000,200,200,35.76381944444444,"Cancelled by client"
"Application_61580238","New credit","Existing loan takeover",45000,0,0,0,3,45000,43000,499.41,492.39,63.44314814814815,"Cancelled by client"
"Application_615870526","New credit","Existing loan takeover",50000,0,0,0,4,50000,60000,650,799.71,35.80824074074074,"Cancelled by client"
"Application_616644670","New credit","Unknown",0,0,0,0,1,11500,11500,125.13,125.13,20.94607638888889,"Denied by the bank"
"Application_616910723","New credit","Extra spending limit",5000,0,0,0,1,5000,5000,50,50,34.69284722222222,"Cancelled by client"
"Application_617577405","New credit","Not speficied",46000,0,0,0,2,46000,46000,468.38,460,8.147453703703704,"Denied by the bank"
"Application_619152743","New credit","Car",7000,0,0,0,1,7000,7000,136.35,136.35,11.18511574074074,"Denied by the bank"
"Application_619220322","New credit","Other, see explanation",10000,872,872,0,1,10000,10000,100,100,19.13928240740741,"Successful completion"
"Application_619754126","New credit","Existing loan takeover",17500,0,0,0,1,17500,17500,276.3,276.3,12.0216087962963,"Denied by the bank"
"Application_620461250","Limit raise","Car",26000,0,0,0,2,26000,23500,260,235,10.88138888888889,"Successful completion"
"Application_620584761","New credit","Car",12000,0,0,0,2,12000,12000,198.44,198.44,25.14774305555556,"Cancelled by client"
"Application_620755403","New credit","Existing loan takeover",5000,0,0,0,2,5000,5000,181.46,180.6,46.37503472222222,"Cancelled by client"
"Application_621477569","New credit","Home improvement",5000,1100,1100,0,1,5000,5000,100,100,9.226481481481482,"Successful completion"
"Application_621694962","New credit","Home improvement",15000,0,0,0,2,15000,20000,154.11,205.49,22.67299768518518,"Denied by the bank"
"Application_622218475","New credit","Existing loan takeover",20000,830,830,0,1,20000,20000,205.49,205.49,6.479837962962963,"Successful completion"
"Application_62222822","New credit","Existing loan takeover",5000,0,0,0,1,5000,5000,125,125,32.84207175925926,"Cancelled by client"
"Application_622417263","New credit","Existing loan takeover",19500,0,0,0,1,19239,19239,192.39,192.39,26.31393518518518,"Denied by the bank"
"Application_623112993","New credit","Home improvement",30000,873,873,0,1,30000,30000,471.01,471.01,9.937581018518518,"Successful completion"
"Application_624007600","Limit raise","Home improvement",46500,0,0,0,1,50000,50000,500,500,33.56793981481481,"Cancelled by client"
"Application_624108697","New credit","Home improvement",25000,0,0,0,1,25000,25000,468.32,468.32,32.47953703703703,"Cancelled by client"
"Application_625766442","New credit","Car",12500,1008,1008,0,1,17000,17000,320.69,320.69,6.697569444444444,"Successful completion"
"Application_625865403","New credit","Existing loan takeover",7000,0,0,0,2,7500,7500,150,150.38,32.31240740740741,"Cancelled by client"
"Application_62646212","New credit","Not speficied",20000,0,0,0,3,25000,35000,254.56,356.38,21.31814814814815,"Cancelled by client"
"Application_626689908","New credit","Home improvement",7000,0,0,0,1,7000,7000,150,150,32.33618055555556,"Cancelled by client"
"Application_626786321","New credit","Existing loan takeover",55000,0,797,0,2,60000,61300,600,613,43.62034722222222,"Successful completion"
"Application_626804169","New credit","Existing loan takeover",25000,0,0,0,1,25000,25000,300,300,2.95099537037037,"Denied by the bank"
"Application_626843998","New credit","Existing loan takeover",10000,0,0,0,2,10000,10000,150,150,34.63157407407407,"Cancelled by client"
"Application_626860017","New credit","Existing loan takeover",13900,833,833,0,1,13500,13500,294.87,294.87,34.55967592592592,"Successful completion"
"Application_626884278","New credit","Remaining debt home",35000,0,0,0,1,35000,35000,428.6,428.6,31.68998842592593,"Cancelled by client"
"Application_62717154","New credit","Home improvement",30000,0,0,0,1,25000,25000,312.91,312.91,32.36101851851852,"Cancelled by client"
"Application_627402640","New credit","Home improvement",10000,0,942,0,2,8000,10000,155.83,191.27,13.70321759259259,"Successful completion"
"Application_62877167","New credit","Home improvement",5500,1026,1026,0,1,5500,5500,200,200,7.535752314814815,"Successful completion"
"Application_628812952","New credit","Home improvement",50000,0,0,0,1,32600,32600,800,800,32.7087037037037,"Cancelled by client"
"Application_628825355","New credit","Home improvement",5000,0,0,0,1,5000,5000,250,250,30.80792824074074,"Cancelled by client"
"Application_629086442","New credit","Car",0,0,0,0,1,10000,10000,230.66,230.66,22.23503472222222,"Cancelled by client"
"Application_629209168","New credit","Home improvement",6000,996,996,0,1,6000,6000,120,120,7.664490740740741,"Successful completion"
"Application_629548635","New credit","Car",5000,0,0,0,1,5000,5000,50,50,5.677268518518519,"Cancelled by client"
"Application_630399184","New credit","Existing loan takeover",50000,825,825,0,1,50000,50000,606.96,606.96,25.78802083333333,"Successful completion"
"Application_63052199","New credit","Other, see explanation",35000,757,757,1,1,35000,35000,428.6,428.6,23.87078703703704,"Successful completion"
"Application_630621633","Limit raise","Home improvement",7500,0,0,0,1,7500,7500,75,75,30.68168981481481,"Cancelled by client"
"Application_630639256","New credit","Remaining debt home",16000,921,921,0,1,16000,16000,224.59,224.59,37.64481481481481,"Successful completion"
"Application_631881241","New credit","Existing loan takeover",0,922,922,0,1,8700,8700,87,87,12.9996412037037,"Successful completion"
"Application_631926508","New credit","Unknown",0,0,0,0,2,29000,29000,303.32,300,4.122893518518518,"Cancelled by client"
"Application_632112558","Limit raise","Car",0,0,0,0,1,16500,16500,200,200,5.898506944444445,"Successful completion"
"Application_632417971","New credit","Home improvement",25000,991,991,1,1,25000,25000,254.56,254.56,17.71112268518518,"Successful completion"
"Application_632567869","New credit","Existing loan takeover",10500,0,0,1,2,10500,10500,198.53,198.53,12.32145833333333,"Denied by the bank"
"Application_6328980","New credit","Car",15300,0,0,0,2,15300,15300,246.3,244.94,33.83475694444444,"Cancelled by client"
"Application_635180652","New credit","Other, see explanation",20000,979,979,0,1,20000,20000,454.39,454.39,22.76806712962963,"Successful completion"
"Application_635576510","New credit","Other, see explanation",8000,0,0,0,3,6000,6000,156.28,156.28,28.78112268518518,"Cancelled by client"
"Application_635829958","New credit","Car",18000,0,705,0,2,18000,10000,198.41,106.46,13.72045138888889,"Successful completion"
"Application_635899102","Limit raise","Home improvement",15000,0,0,0,1,15000,15000,400,400,31.78046296296296,"Cancelled by client"
"Application_635961265","New credit","Home improvement",45000,950,950,0,1,45000,45000,458.2,458.2,8.028530092592593,"Successful completion"
"Application_636319338","New credit","Not speficied",10000,1011,0,0,2,10000,10000,189.08,200,10.93834490740741,"Successful completion"
"Application_636639108","New credit","Existing loan takeover",15000,839,0,0,2,15000,15000,157.59,150,10.19240740740741,"Successful completion"
"Application_637769578","New credit","Remaining debt home",21000,0,0,0,1,21000,21000,210,210,31.67429398148148,"Cancelled by client"
"Application_638063982","New credit","Car",20000,0,869,1,3,20000,20000,875.58,454.39,28.57774305555555,"Successful completion"
"Application_638199657","New credit","Remaining debt home",12000,0,822,0,3,12000,12000,120,149.86,23.0084375,"Successful completion"
"Application_639390078","New credit","Existing loan takeover",16700,899,899,0,1,17300,17300,177.74,177.74,24.86321759259259,"Successful completion"
"Application_63947631","New credit","Remaining debt home",20000,752,752,1,1,20000,20000,205.49,205.49,15.08905092592593,"Successful completion"
"Application_639747826","New credit","Car",25000,0,0,0,2,25000,30000,739.45,887.34,59.00231481481482,"Cancelled by client"
"Application_640391905","New credit","Not speficied",25000,0,756,0,4,25000,31000,193.78,240.29,18.09601851851852,"Successful completion"
"Application_64097049","New credit","Not speficied",7000,0,0,0,2,7000,7000,136.35,140,31.44849537037037,"Cancelled by client"
"Application_641302579","New credit","Car",12000,923,923,0,1,12000,12000,226.9,226.9,4.578831018518518,"Successful completion"
"Application_641412341","New credit","Remaining debt home",30000,0,889,0,2,30000,30000,313.78,305.47,41.45453703703703,"Successful completion"
"Application_641443562","New credit","Not speficied",20000,0,761,0,2,20000,29800,156.01,230.99,31.66576388888889,"Successful completion"
"Application_64154351","New credit","Car",11000,1054,1054,0,1,11000,11000,295.18,295.18,6.791620370370371,"Successful completion"
"Application_641742813","New credit","Car",10000,921,921,1,1,10000,10000,106.46,106.46,8.050636574074074,"Successful completion"
"Application_641759919","New credit","Home improvement",40000,0,0,0,1,40000,40000,400,400,30.91690972222222,"Cancelled by client"
"Application_642215736","New credit","Unknown",0,0,891,1,3,5500,5500,61.93,61.93,22.73957175925926,"Successful completion"
"Application_642414072","New credit","Remaining debt home",12500,0,0,0,1,12500,12500,102.51,102.51,4.876111111111111,"Cancelled by client"
"Application_642781969","Limit raise","Other, see explanation",35000,0,0,0,1,35000,35000,350,350,51.86070601851852,"Cancelled by client"
"Application_642840882","New credit","Home improvement",5000,0,0,0,1,5000,5000,100,100,13.81474537037037,"Denied by the bank"
"Application_643238237","New credit","Home improvement",20000,0,0,0,2,15000,15000,278.38,278.38,33.49564814814815,"Cancelled by client"
"Application_644804836","New credit","Home improvement",6000,992,992,0,1,6000,6000,120,120,8.262071759259259,"Successful completion"
"Application_644972978","New credit","Home improvement",30000,0,0,0,1,30000,30000,300,300,32.48434027777778,"Cancelled by client"
"Application_645196418","New credit","Unknown",0,784,784,0,1,15000,15000,296.2,296.2,6.100868055555556,"Successful completion"
"Application_645533161","New credit","Existing loan takeover",13665,0,669,0,2,13665,11500,315.19,265.25,14.91670138888889,"Successful completion"
"Application_645828402","New credit","Existing loan takeover",40000,0,0,0,1,37200,37200,532.59,532.59,32.69872685185185,"Cancelled by client"
"Application_646513699","New credit","Home improvement",17500,931,931,0,1,20000,20000,205.49,205.49,12.64085648148148,"Successful completion"
"Application_646585496","New credit","Existing loan takeover",25000,0,0,0,1,19000,19000,200,200,31.83719907407407,"Cancelled by client"
"Application_646842913","New credit","Home improvement",10000,813,813,0,1,7000,7000,200,200,12.56634259259259,"Successful completion"
"Application_64710253","New credit","Car",5000,1068,1068,0,1,5000,5000,50,50,12.52604166666667,"Successful completion"
"Application_647190946","New credit","Car",68000,776,776,0,1,68000,68000,692.39,692.39,8.851840277777777,"Successful completion"
"Application_647413273","New credit","Car",20000,0,0,0,2,20000,20000,454.39,394.93,4.827048611111111,"Cancelled by client"
"Application_647705656","New credit","Existing loan takeover",35000,0,0,0,1,35000,35000,356.38,356.38,14.7709375,"Denied by the bank"
